primary_id,edition_id,title,dynasty,author,edition,fulltext_read,fulltext_search,fulltext_download,image
KR5b0134,YP-C,太極葛仙公傳,,譚嗣先,【原版道藏輯要】,y,y,y,y
KR5b0134,ZTDZ,太極葛仙公傳,,譚嗣先,【正統道藏・三家本】,y,y,y,y
KR5b0135,HFL,雲阜山申仙翁傳,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0135,ZTDZ,雲阜山申仙翁傳,,,【正統道藏・三家本】,y,y,y,y
KR5b0136,HFL,南嶽九真人傳,北宋?,廖侁,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0136,ZTDZ,南嶽九真人傳,北宋?,廖侁,【正統道藏・三家本】,y,y,y,y
KR5b0137,HFL,南嶽小錄,,李沖昭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0137,ZTDZ,南嶽小錄,,李沖昭,【正統道藏・三家本】,y,y,y,y
KR5b0138,HFL,太上洞玄靈寶上品戒經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0138,ZTDZ,太上洞玄靈寶上品戒經,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0139,HFL,太上玄一真人說三途五苦勸戒經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0139,ZTDZ,太上玄一真人說三途五苦勸戒經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5b0140,HFL,太上洞玄靈寶三元品戒功德輕重經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0140,ZTDZ,太上洞玄靈寶三元品戒功德輕重經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5b0141,HFL,太上洞玄靈寶智慧罪根上品大戒經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0141,ZTDZ,太上洞玄靈寶智慧罪根上品大戒經,,,【正統道藏・三家本】,y,y,y,y
KR5b0142,HFL,上清眾真教戒德行經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0142,ZTDZ,上清眾真教戒德行經,,,【正統道藏・三家本】,y,y,y,y
KR5b0143,HFL,洞玄靈寶天尊說十戒經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0143,ZTDZ,洞玄靈寶天尊說十戒經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5b0144,HFL,太上洞玄靈寶宣戒首悔眾罪保護經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0144,ZTDZ,太上洞玄靈寶宣戒首悔眾罪保護經,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0145,HFL,上清骨髓靈文鬼律,,饒洞天,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0145,ZTDZ,上清骨髓靈文鬼律,,饒洞天,【正統道藏・三家本】,y,y,y,y
KR5b0146,HFL,太上洞玄靈寶法身製論,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0146,ZTDZ,太上洞玄靈寶法身製論,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0147,CK-KZ,要修科儀戒律鈔,,朱君緒,【重刊道藏輯要】,y,y,y,y
KR5b0147,HFL,要修科儀戒律鈔,,朱君緒,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0147,YP-C,要修科儀戒律鈔,,朱君緒,【原版道藏輯要】,y,y,y,y
KR5b0147,ZTDZ,要修科儀戒律鈔,,朱君緒,【正統道藏・三家本】,y,y,y,y
KR5b0148,HFL,齋戒籙,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0148,ZTDZ,齋戒籙,,,【正統道藏・三家本】,y,y,y,y
KR5b0149,HFL,靈寶領教濟度金書目錄,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0149,ZTDZ,靈寶領教濟度金書目錄,,,【正統道藏・三家本】,y,y,y,y
KR5b0150,HFL,靈寶領教濟度金書,,寧全真,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0150,ZTDZ,靈寶領教濟度金書,,寧全真,【正統道藏・三家本】,y,y,y,y
KR5b0151,HFL,大明玄教立成齋醮儀,,宋宗真,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0151,ZTDZ,大明玄教立成齋醮儀,,宋宗真,【正統道藏・三家本】,y,y,y,y
KR5b0152,HFL,洪恩靈濟真君自然行道儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0152,ZTDZ,洪恩靈濟真君自然行道儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0153,HFL,洪恩靈濟真君集福宿啟儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0153,ZTDZ,洪恩靈濟真君集福宿啟儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0154,HFL,洪恩靈濟真君集福早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0154,ZTDZ,洪恩靈濟真君集福早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0155,HFL,洪恩靈濟真君集福午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0155,ZTDZ,洪恩靈濟真君集福午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0156,HFL,洪恩靈濟真君集福晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0156,ZTDZ,洪恩靈濟真君集福晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0157,HFL,洪恩靈濟真君祈謝設醮科,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0157,ZTDZ,洪恩靈濟真君祈謝設醮科,,,【正統道藏・三家本】,y,y,y,y
KR5b0158,HFL,洪恩靈濟真君禮願文,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0158,ZTDZ,洪恩靈濟真君禮願文,,,【正統道藏・三家本】,y,y,y,y
KR5b0159,HFL,洪恩靈濟真君七政星燈儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0159,ZTDZ,洪恩靈濟真君七政星燈儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0160,HFL,洪恩靈濟真君事實,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0160,ZTDZ,洪恩靈濟真君事實,明,,【正統道藏・三家本】,y,y,y,y
KR5b0161,HFL,羅天大醮早朝科,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0161,ZTDZ,羅天大醮早朝科,,,【正統道藏・三家本】,y,y,y,y
KR5b0162,HFL,羅天大醮午朝科,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0162,ZTDZ,羅天大醮午朝科,,,【正統道藏・三家本】,y,y,y,y
KR5b0163,HFL,羅天大醮晚朝科,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0163,ZTDZ,羅天大醮晚朝科,,,【正統道藏・三家本】,y,y,y,y
KR5b0164,HFL,羅天大醮設醮儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0164,ZTDZ,羅天大醮設醮儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0165,HFL,玄門報孝追薦儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0165,ZTDZ,玄門報孝追薦儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0166,HFL,諸師聖誕沖舉酌獻儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0166,ZTDZ,諸師聖誕沖舉酌獻儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0167,HFL,金籙齋啟壇儀,,杜光庭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0167,ZTDZ,金籙齋啟壇儀,,杜光庭,【正統道藏・三家本】,y,y,y,y
KR5b0168,HFL,金籙大齋宿啟儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0168,ZTDZ,金籙大齋宿啟儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0169,HFL,金籙大齋啟盟儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0169,ZTDZ,金籙大齋啟盟儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0170,HFL,金籙大齋補職說戒儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0170,ZTDZ,金籙大齋補職說戒儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0171,HFL,金籙早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0171,ZTDZ,金籙早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0172,HFL,金籙午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0172,ZTDZ,金籙午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0173,HFL,金籙晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0173,ZTDZ,金籙晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0174,HFL,金籙齋懺方儀,,杜光庭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0174,ZTDZ,金籙齋懺方儀,,杜光庭,【正統道藏・三家本】,y,y,y,y
KR5b0175,HFL,金籙解壇儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0175,ZTDZ,金籙解壇儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0176,HFL,金籙設醮儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0176,ZTDZ,金籙設醮儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0177,HFL,金籙放生儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0177,ZTDZ,金籙放生儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0178,HFL,金籙祈禱早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0178,ZTDZ,金籙祈禱早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0179,HFL,金籙祈禱午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0179,ZTDZ,金籙祈禱午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0180,HFL,金籙祈禱晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0180,ZTDZ,金籙祈禱晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0181,HFL,金籙上壽三獻儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0181,ZTDZ,金籙上壽三獻儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0182,HFL,金籙延壽設醮儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0182,ZTDZ,金籙延壽設醮儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0183,HFL,金籙玄靈轉經早朝行道儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0183,ZTDZ,金籙玄靈轉經早朝行道儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0184,HFL,金籙玄靈轉經午朝行道儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0184,ZTDZ,金籙玄靈轉經午朝行道儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0185,HFL,金籙玄靈轉經晚朝行道儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0185,ZTDZ,金籙玄靈轉經晚朝行道儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0186,HFL,金籙十迴度人早朝開收儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0186,ZTDZ,金籙十迴度人早朝開收儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0187,HFL,金籙十迴度人午朝開收儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0187,ZTDZ,金籙十迴度人午朝開收儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0188,HFL,金籙十迴度人晚朝開收儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0188,ZTDZ,金籙十迴度人晚朝開收儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0189,HFL,金籙十迴度人早朝轉經儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0189,ZTDZ,金籙十迴度人早朝轉經儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0190,HFL,金籙十迴度人午朝轉經儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0190,ZTDZ,金籙十迴度人午朝轉經儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0191,HFL,金籙十迴度人晚朝轉經儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0191,ZTDZ,金籙十迴度人晚朝轉經儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0192,HFL,金籙齋投簡儀,,張商英,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0192,ZTDZ,金籙齋投簡儀,,張商英,【正統道藏・三家本】,y,y,y,y
KR5b0193,HFL,玉籙資度宿啟儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0193,ZTDZ,玉籙資度宿啟儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0194,HFL,玉籙資度解壇儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0194,ZTDZ,玉籙資度解壇儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0195,HFL,玉籙資度設醮儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0195,ZTDZ,玉籙資度設醮儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0196,HFL,玉籙資度早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0196,ZTDZ,玉籙資度早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0197,HFL,玉籙資度午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0197,ZTDZ,玉籙資度午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0198,HFL,玉籙資度晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0198,ZTDZ,玉籙資度晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0199,HFL,玉籙生神資度轉經儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0199,ZTDZ,玉籙生神資度轉經儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0200,HFL,玉籙生神資度開收儀,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0200,ZTDZ,玉籙生神資度開收儀,明,,【正統道藏・三家本】,y,y,y,y
KR5b0201,HFL,玉籙大齋第一日早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0201,ZTDZ,玉籙大齋第一日早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0202,HFL,玉籙大齋第一日午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0202,ZTDZ,玉籙大齋第一日午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0203,HFL,玉籙大齋第一日晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0203,ZTDZ,玉籙大齋第一日晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0204,HFL,玉籙大齋第二日早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0204,ZTDZ,玉籙大齋第二日早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0205,HFL,玉籙大齋第二日午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0205,ZTDZ,玉籙大齋第二日午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0206,HFL,玉籙大齋第二日晚朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0206,ZTDZ,玉籙大齋第二日晚朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0207,HFL,玉籙大齋第三日早朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0207,ZTDZ,玉籙大齋第三日早朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0208,HFL,玉籙大齋第三日午朝儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0208,ZTDZ,玉籙大齋第三日午朝儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0209,HFL,玉籙濟幽判斛儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0209,ZTDZ,玉籙濟幽判斛儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0210,HFL,太上黃籙齋儀,,杜光庭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0210,ZTDZ,太上黃籙齋儀,,杜光庭,【正統道藏・三家本】,y,y,y,y
KR5b0211,CK-KZ,無上黃籙大齋立成儀,,蔣叔輿,【重刊道藏輯要】,y,y,y,y
KR5b0211,HFL,無上黃籙大齋立成儀,,蔣叔輿,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0211,YP-C,無上黃籙大齋立成儀,,蔣叔輿,【原版道藏輯要】,y,y,y,y
KR5b0211,ZTDZ,無上黃籙大齋立成儀,,蔣叔輿,【正統道藏・三家本】,y,y,y,y
KR5b0212,HFL,黃籙救苦十齋轉經儀,南宋,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0212,ZTDZ,黃籙救苦十齋轉經儀,南宋,,【正統道藏・三家本】,y,y,y,y
KR5b0213,HFL,黃籙十念儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0213,ZTDZ,黃籙十念儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0214,HFL,黃籙五老悼亡儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0214,ZTDZ,黃籙五老悼亡儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0215,HFL,黃籙齋十天尊儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0215,ZTDZ,黃籙齋十天尊儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0216,HFL,黃籙齋十洲三島拔度儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0216,ZTDZ,黃籙齋十洲三島拔度儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0217,HFL,黃籙九幽醮無礙夜齋次第儀,南宋?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0217,ZTDZ,黃籙九幽醮無礙夜齋次第儀,南宋?,,【正統道藏・三家本】,y,y,y,y
KR5b0218,HFL,洞玄靈寶河圖仰謝三十六天齋儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0218,ZTDZ,洞玄靈寶河圖仰謝三十六天齋儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0219,HFL,洞玄靈寶河圖仰謝三十六土皇齋儀,唐後期,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0219,ZTDZ,洞玄靈寶河圖仰謝三十六土皇齋儀,唐後期,,【正統道藏・三家本】,y,y,y,y
KR5b0220,HFL,靈寶半景齋儀,唐?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0220,ZTDZ,靈寶半景齋儀,唐?,,【正統道藏・三家本】,y,y,y,y
KR5b0221,CK-KZ,神功妙濟真君禮文,,,【重刊道藏輯要】,y,y,y,y
KR5b0221,HFL,神功妙濟真君禮文,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0221,YP-C,神功妙濟真君禮文,,,【原版道藏輯要】,y,y,y,y
KR5b0221,ZTDZ,神功妙濟真君禮文,,,【正統道藏・三家本】,y,y,y,y
KR5b0222,HFL,太上靈寶玉匱明真齋懺方儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0222,ZTDZ,太上靈寶玉匱明真齋懺方儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0223,HFL,太上靈寶玉匱明真大齋懺方儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0223,ZTDZ,太上靈寶玉匱明真大齋懺方儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0224,HFL,太上靈寶玉匱明真大齋言功儀,,杜光庭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0224,ZTDZ,太上靈寶玉匱明真大齋言功儀,,杜光庭,【正統道藏・三家本】,y,y,y,y
KR5b0225,HFL,洞玄度靈寶自然券儀,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0225,ZTDZ,洞玄度靈寶自然券儀,,,【正統道藏・三家本】,y,y,y,y
KR5b0226,HFL,洞玄靈寶自然齋儀,唐初期,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0226,ZTDZ,洞玄靈寶自然齋儀,唐初期,,【正統道藏・三家本】,y,y,y,y
KR5b0227,HFL,洞玄靈寶齋說光燭戒罰燈祝願儀,,陸修靜,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0227,ZTDZ,洞玄靈寶齋說光燭戒罰燈祝願儀,,陸修靜,【正統道藏・三家本】,y,y,y,y
KR5b0228,HFL,太上洞淵三昧神咒齋懺謝儀,,杜光庭,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0228,ZTDZ,太上洞淵三昧神咒齋懺謝儀,,杜光庭,【正統道藏・三家本】,y,y,y,y
KR5b0229,HFL,太上洞淵三昧神咒齋清旦行道儀,,杜光庭?,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0229,ZTDZ,太上洞淵三昧神咒齋清旦行道儀,,杜光庭?,【正統道藏・三家本】,y,y,y,y
KR5b0230,HFL,太上洞淵三昧神咒齋十方懺儀,,杜光庭?,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0230,ZTDZ,太上洞淵三昧神咒齋十方懺儀,,杜光庭?,【正統道藏・三家本】,y,y,y,y
KR5b0231,HFL,太上洞玄靈寶授度儀,,陸修靜,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0231,ZTDZ,太上洞玄靈寶授度儀,,陸修靜,【正統道藏・三家本】,y,y,y,y
KR5b0232,HFL,靈寶五經提綱,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0232,ZTDZ,靈寶五經提綱,,,【正統道藏・三家本】,y,y,y,y
KR5b0233,HFL,洞玄靈寶玉籙簡文三元威儀自然真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0233,ZTDZ,洞玄靈寶玉籙簡文三元威儀自然真經,,,【正統道藏・三家本】,y,y,y,y
KR5b0234,HFL,洞玄靈寶鐘磬威儀經,唐?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0234,ZTDZ,洞玄靈寶鐘磬威儀經,唐?,,【正統道藏・三家本】,y,y,y,y
KR5b0235,HFL,太極真人敷靈寶齋戒威儀諸經要訣,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0235,ZTDZ,太極真人敷靈寶齋戒威儀諸經要訣,六朝,,【正統道藏・三家本】,y,y,y,y
KR5b0236,HFL,太上靈寶上元天官消愆滅罪懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0236,ZTDZ,太上靈寶上元天官消愆滅罪懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0237,HFL,太上靈寶中元地官消愆滅罪懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0237,ZTDZ,太上靈寶中元地官消愆滅罪懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0238,HFL,太上靈寶下元水官消愆滅罪懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0238,ZTDZ,太上靈寶下元水官消愆滅罪懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0239,HFL,太上玄司滅罪紫府消災法懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0239,ZTDZ,太上玄司滅罪紫府消災法懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0240,HFL,太上消滅地獄昇陟天堂懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0240,ZTDZ,太上消滅地獄昇陟天堂懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0241,HFL,太一救苦天尊說拔度血湖寶懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0241,ZTDZ,太一救苦天尊說拔度血湖寶懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0242,HFL,青玄救苦寶懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0242,ZTDZ,青玄救苦寶懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0243,HFL,慈尊昇度寶懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0243,ZTDZ,慈尊昇度寶懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0244,HFL,東嶽大生寶懺,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0244,ZTDZ,東嶽大生寶懺,,,【正統道藏・三家本】,y,y,y,y
KR5b0245,HFL,太上靈寶十方應號天尊懺,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0245,ZTDZ,太上靈寶十方應號天尊懺,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0246,HFL,太上慈悲道場消災九幽懺,,葛玄,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0246,ZTDZ,太上慈悲道場消災九幽懺,,葛玄,【正統道藏・三家本】,y,y,y,y
KR5b0247,HFL,太上慈悲九幽拔罪懺,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0247,ZTDZ,太上慈悲九幽拔罪懺,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0248,HFL,太上慈悲道場滅罪水懺,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0248,ZTDZ,太上慈悲道場滅罪水懺,唐,,【正統道藏・三家本】,y,y,y,y
KR5b0249,HFL,靈寶玉鑑目錄,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0249,ZTDZ,靈寶玉鑑目錄,,,【正統道藏・三家本】,y,y,y,y
KR5b0250,HFL,靈寶玉鑑,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0250,ZTDZ,靈寶玉鑑,,,【正統道藏・三家本】,y,y,y,y
KR5b0251,HFL,太極祭鍊內法,,鄭思肖,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0251,ZTDZ,太極祭鍊內法,,鄭思肖,【正統道藏・三家本】,y,y,y,y
KR5b0252,master,:no_content:,宋,鄭思肯,,y,y,y,n
KR5b0253,HFL,上清天樞院回車畢道正法,宋後期?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0253,ZTDZ,上清天樞院回車畢道正法,宋後期?,,【正統道藏・三家本】,y,y,y,y
KR5b0254,HFL,許真君受鍊形神上清畢道法要節文,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0254,ZTDZ,許真君受鍊形神上清畢道法要節文,,,【正統道藏・三家本】,y,y,y,y
KR5b0255,HFL,天樞院都司須知令,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0255,ZTDZ,天樞院都司須知令,,,【正統道藏・三家本】,y,y,y,y
KR5b0256,HFL,天樞院都司須知格,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0256,ZTDZ,天樞院都司須知格,,,【正統道藏・三家本】,y,y,y,y
KR5b0257,HFL,靈寶淨明天樞院都司法院須知法文,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0257,ZTDZ,靈寶淨明天樞院都司法院須知法文,,,【正統道藏・三家本】,y,y,y,y
KR5b0258,HFL,靈寶淨明院教師周真公起請畫一,,周方文,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0258,ZTDZ,靈寶淨明院教師周真公起請畫一,,周方文,【正統道藏・三家本】,y,y,y,y
KR5b0259,HFL,高上月宮太陰元君孝道仙王靈寶淨明黃素書,,傅飛卿,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0259,ZTDZ,高上月宮太陰元君孝道仙王靈寶淨明黃素書,,傅飛卿,【正統道藏・三家本】,y,y,y,y
KR5b0260,HFL,靈寶淨明黃素書釋義祕訣,,周方文,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0260,ZTDZ,靈寶淨明黃素書釋義祕訣,,周方文,【正統道藏・三家本】,y,y,y,y
KR5b0261,HFL,太上靈寶淨明入道品,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5b0261,ZTDZ,太上靈寶淨明入道品,,,【正統道藏・三家本】,y,y,y,y
KR5b0262,HFL,靈寶淨明院真師密誥,,,【正統道藏・涵芬樓版】,y,y,y,y
