primary_id,edition_id,title,dynasty,author,edition,fulltext_read,fulltext_search,fulltext_download,image
KR5a0001,CK-KZ,靈寶無量度人上品妙經,,,【重刊道藏輯要】,y,y,y,y
KR5a0001,HFL,靈寶無量度人上品妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0001,YP-C,靈寶無量度人上品妙經,,,【原版道藏輯要】,y,y,y,y
KR5a0001,ZTDZ,靈寶無量度人上品妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0003,CK-KZ,元始說先天道德經註解,,李嘉謀,【重刊道藏輯要】,y,y,y,y
KR5a0003,HFL,元始說先天道德經註解,,李嘉謀,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0003,YP-C,元始說先天道德經註解,,李嘉謀,【原版道藏輯要】,y,y,y,y
KR5a0003,ZTDZ,元始說先天道德經註解,,李嘉謀,【正統道藏・三家本】,y,y,y,y
KR5a0004,CK-KZ,無上內祕真藏經,唐初期,,【重刊道藏輯要】,y,y,y,y
KR5a0004,HFL,無上內祕真藏經,唐初期,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0004,YP-C,無上內祕真藏經,唐初期,,【原版道藏輯要】,y,y,y,y
KR5a0004,ZTDZ,無上內祕真藏經,唐初期,,【正統道藏・三家本】,y,y,y,y
KR5a0005,HFL,太上無極總真文昌大洞仙經,,文昌帝君,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0005,ZTDZ,太上無極總真文昌大洞仙經,,文昌帝君,【正統道藏・三家本】,y,y,y,y
KR5a0006,HFL,上清大洞真經,,朱自英,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0006,ZTDZ,上清大洞真經,,朱自英,【正統道藏・三家本】,y,y,y,y
KR5a0007,HFL,大洞玉經,明初期,龔德同,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0007,ZTDZ,大洞玉經,明初期,龔德同,【正統道藏・三家本】,y,y,y,y
KR5a0008,HFL,太上三十六尊經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0008,ZTDZ,太上三十六尊經,,,【正統道藏・三家本】,y,y,y,y
KR5a0009,HFL,太上一乘海空智藏經,唐初期,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0009,ZTDZ,太上一乘海空智藏經,唐初期,,【正統道藏・三家本】,y,y,y,y
KR5a0010,HFL,高上玉皇本行集經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0010,ZTDZ,高上玉皇本行集經,,,【正統道藏・三家本】,y,y,y,y
KR5a0011,CK-KZ,高上玉皇本行集經,,張良,【重刊道藏輯要】,y,y,y,y
KR5a0011,HFL,高上玉皇本行集經,,張良,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0011,YP-C,高上玉皇本行集經,,張良,【原版道藏輯要】,y,y,y,y
KR5a0011,ZTDZ,高上玉皇本行集經,,張良,【正統道藏・三家本】,y,y,y,y
KR5a0012,HFL,高上玉皇本行經髓,,劉處源,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0012,ZTDZ,高上玉皇本行經髓,,劉處源,【正統道藏・三家本】,y,y,y,y
KR5a0013,HFL,高上玉皇心印經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0013,ZTDZ,高上玉皇心印經,,,【正統道藏・三家本】,y,y,y,y
KR5a0014,HFL,高上玉皇胎息經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0014,ZTDZ,高上玉皇胎息經,,,【正統道藏・三家本】,y,y,y,y
KR5a0015,HFL,無上九霄玉清大梵紫微玄都雷霆玉經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0015,ZTDZ,無上九霄玉清大梵紫微玄都雷霆玉經,,,【正統道藏・三家本】,y,y,y,y
KR5a0016,HFL,九天應元雷聲普化天尊玉樞寶經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0016,ZTDZ,九天應元雷聲普化天尊玉樞寶經,,,【正統道藏・三家本】,y,y,y,y
KR5a0017,HFL,太上說朝天謝雷真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0017,ZTDZ,太上說朝天謝雷真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0018,HFL,太上虛皇天尊四十九章經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0018,ZTDZ,太上虛皇天尊四十九章經,,,【正統道藏・三家本】,y,y,y,y
KR5a0019,HFL,太上昇玄消災護命妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0019,ZTDZ,太上昇玄消災護命妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0020,HFL,三光注齡資福延壽妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0020,ZTDZ,三光注齡資福延壽妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0021,HFL,太上長生延壽集福德經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0021,ZTDZ,太上長生延壽集福德經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0022,HFL,元始五老赤書玉篇真文天書經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0022,ZTDZ,元始五老赤書玉篇真文天書經,,,【正統道藏・三家本】,y,y,y,y
KR5a0023,HFL,太上諸天靈書度命妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0023,ZTDZ,太上諸天靈書度命妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0024,CK-KZ,元始天尊說生天得道經,唐,,【重刊道藏輯要】,y,y,y,y
KR5a0024,HFL,元始天尊說生天得道經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0024,YP-C,元始天尊說生天得道經,唐,,【原版道藏輯要】,y,y,y,y
KR5a0024,ZTDZ,元始天尊說生天得道經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0025,CK-KZ,元始天尊說得道了身經,,,【重刊道藏輯要】,y,y,y,y
KR5a0025,HFL,元始天尊說得道了身經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0025,YP-C,元始天尊說得道了身經,,,【原版道藏輯要】,y,y,y,y
KR5a0025,ZTDZ,元始天尊說得道了身經,,,【正統道藏・三家本】,y,y,y,y
KR5a0026,HFL,太上九天延祥滌厄四聖妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0026,ZTDZ,太上九天延祥滌厄四聖妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0027,HFL,元始天尊說北方真武妙經,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0027,ZTDZ,元始天尊說北方真武妙經,明,,【正統道藏・三家本】,y,y,y,y
KR5a0028,HFL,元始天尊說梓童帝君應驗經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0028,ZTDZ,元始天尊說梓童帝君應驗經,,,【正統道藏・三家本】,y,y,y,y
KR5a0029,CK-KZ,元始天尊說梓童帝君本願經,,,【重刊道藏輯要】,y,y,y,y
KR5a0029,HFL,元始天尊說梓童帝君本願經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0029,YP-C,元始天尊說梓童帝君本願經,,,【原版道藏輯要】,y,y,y,y
KR5a0029,ZTDZ,元始天尊說梓童帝君本願經,,,【正統道藏・三家本】,y,y,y,y
KR5a0030,HFL,元始八威龍文經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0030,ZTDZ,元始八威龍文經,,,【正統道藏・三家本】,y,y,y,y
KR5a0031,HFL,黃帝陰符經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0031,ZTDZ,黃帝陰符經,,,【正統道藏・三家本】,y,y,y,y
KR5a0032,HFL,混元陽符經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0032,ZTDZ,混元陽符經,,,【正統道藏・三家本】,y,y,y,y
KR5a0033,HFL,上清黃氣陽精三道順行經,東晉,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0033,ZTDZ,上清黃氣陽精三道順行經,東晉,,【正統道藏・三家本】,y,y,y,y
KR5a0034,HFL,太上開明天地本真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0034,ZTDZ,太上開明天地本真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0035,HFL,太上玄都妙本清靜身心經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0035,ZTDZ,太上玄都妙本清靜身心經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0036,HFL,太上太玄女青三元品誡拔罪妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0036,ZTDZ,太上太玄女青三元品誡拔罪妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0037,HFL,元始天尊說變化空洞妙經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0037,ZTDZ,元始天尊說變化空洞妙經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0038,HFL,太上昇玄三一融神變化妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0038,ZTDZ,太上昇玄三一融神變化妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0039,HFL,太上導引三光九變妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0039,ZTDZ,太上導引三光九變妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0040,HFL,太上導引三光寶真妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0040,ZTDZ,太上導引三光寶真妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0041,HFL,太上修真體元妙道經,,劉元瑞,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0041,ZTDZ,太上修真體元妙道經,,劉元瑞,【正統道藏・三家本】,y,y,y,y
KR5a0042,HFL,玉清元始玄黃九光真經,明?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0042,ZTDZ,玉清元始玄黃九光真經,明?,,【正統道藏・三家本】,y,y,y,y
KR5a0043,HFL,元始天尊說十一曜大消災神咒經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0043,ZTDZ,元始天尊說十一曜大消災神咒經,,,【正統道藏・三家本】,y,y,y,y
KR5a0044,HFL,太上洞真五星秘授經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0044,ZTDZ,太上洞真五星秘授經,,,【正統道藏・三家本】,y,y,y,y
KR5a0045,HFL,玉清無上靈寶自然北斗本生真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0045,ZTDZ,玉清無上靈寶自然北斗本生真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0046,HFL,太乙元真保命長生經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0046,ZTDZ,太乙元真保命長生經,,,【正統道藏・三家本】,y,y,y,y
KR5a0047,HFL,太上元始天尊證果真經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0047,ZTDZ,太上元始天尊證果真經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0048,HFL,太上元始天尊說續命妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0048,ZTDZ,太上元始天尊說續命妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0049,HFL,洞真太極北帝紫微神咒妙經,東晉,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0049,ZTDZ,洞真太極北帝紫微神咒妙經,東晉,,【正統道藏・三家本】,y,y,y,y
KR5a0050,HFL,太上說六甲直符保胎護命妙經,唐?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0050,ZTDZ,太上說六甲直符保胎護命妙經,唐?,,【正統道藏・三家本】,y,y,y,y
KR5a0051,HFL,太上元始天尊說大雨龍王經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0051,ZTDZ,太上元始天尊說大雨龍王經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0052,HFL,太上護國祈雨消魔經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0052,ZTDZ,太上護國祈雨消魔經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0053,HFL,太上洞淵北帝天蓬護命消災神咒妙經,唐後期?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0053,ZTDZ,太上洞淵北帝天蓬護命消災神咒妙經,唐後期?,,【正統道藏・三家本】,y,y,y,y
KR5a0054,HFL,太上洞淵辭瘟神咒妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0054,ZTDZ,太上洞淵辭瘟神咒妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0055,HFL,高上太霄琅書瓊文帝章經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0055,ZTDZ,高上太霄琅書瓊文帝章經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0056,HFL,太上玉珮金璫太極金書上經,東晉,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0056,ZTDZ,太上玉珮金璫太極金書上經,東晉,,【正統道藏・三家本】,y,y,y,y
KR5a0057,HFL,上方天尊說真元通仙道經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0057,ZTDZ,上方天尊說真元通仙道經,,,【正統道藏・三家本】,y,y,y,y
KR5a0058,HFL,無上大乘要訣妙經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0058,ZTDZ,無上大乘要訣妙經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0059,HFL,元始洞真決疑經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0059,ZTDZ,元始洞真決疑經,,,【正統道藏・三家本】,y,y,y,y
KR5a0060,HFL,元始天尊說玄微妙經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0060,ZTDZ,元始天尊說玄微妙經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0061,CK-KZ,太上洞真賢門經,唐,,【重刊道藏輯要】,y,y,y,y
KR5a0061,HFL,太上洞真賢門經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0061,YP-C,太上洞真賢門經,唐,,【原版道藏輯要】,y,y,y,y
KR5a0061,ZTDZ,太上洞真賢門經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0062,HFL,元始天王歡樂經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0062,ZTDZ,元始天王歡樂經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0063,HFL,玉清胎元內養真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0063,ZTDZ,玉清胎元內養真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0064,HFL,玉清無上內景真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0064,ZTDZ,玉清無上內景真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0065,HFL,太上真一報父母恩重經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0065,ZTDZ,太上真一報父母恩重經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0066,HFL,元始洞真慈善孝子報恩成道經,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0066,ZTDZ,元始洞真慈善孝子報恩成道經,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0067,HFL,太上元始天尊說消殄蟲蝗經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0067,ZTDZ,太上元始天尊說消殄蟲蝗經,,,【正統道藏・三家本】,y,y,y,y
KR5a0068,HFL,太上安鎮九壘龍神妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0068,ZTDZ,太上安鎮九壘龍神妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0069,HFL,太上洞真安竈經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0069,ZTDZ,太上洞真安竈經,,,【正統道藏・三家本】,y,y,y,y
KR5a0070,HFL,太上元始天尊說金光明經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0070,ZTDZ,太上元始天尊說金光明經,,,【正統道藏・三家本】,y,y,y,y
KR5a0071,HFL,元始天尊說三官寶號經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0071,ZTDZ,元始天尊說三官寶號經,,,【正統道藏・三家本】,y,y,y,y
KR5a0072,HFL,元始天尊濟度血湖真經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0072,ZTDZ,元始天尊濟度血湖真經,,,【正統道藏・三家本】,y,y,y,y
KR5a0073,HFL,元始天尊說酆都滅罪經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0073,ZTDZ,元始天尊說酆都滅罪經,,,【正統道藏・三家本】,y,y,y,y
KR5a0074,HFL,太上說九幽拔罪心印妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0074,ZTDZ,太上說九幽拔罪心印妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0075,HFL,元始天尊說甘露昇天神咒妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0075,ZTDZ,元始天尊說甘露昇天神咒妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0076,HFL,元始說功德法食往生經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0076,ZTDZ,元始說功德法食往生經,,,【正統道藏・三家本】,y,y,y,y
KR5a0077,HFL,太上玉華洞章拔亡度世昇仙妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0077,ZTDZ,太上玉華洞章拔亡度世昇仙妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0078,HFL,太上三洞神咒,明,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0078,ZTDZ,太上三洞神咒,明,,【正統道藏・三家本】,y,y,y,y
KR5a0079,HFL,三洞神符記,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0079,ZTDZ,三洞神符記,,,【正統道藏・三家本】,y,y,y,y
KR5a0080,HFL,雲篆度人妙經,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0080,ZTDZ,雲篆度人妙經,,,【正統道藏・三家本】,y,y,y,y
KR5a0081,HFL,洞真太微黃書天帝君石景金陽素經,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0081,ZTDZ,洞真太微黃書天帝君石景金陽素經,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0082,HFL,上清洞真元經五籍符,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0082,ZTDZ,上清洞真元經五籍符,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0083,HFL,白羽黑翩靈飛玉符,六朝,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0083,ZTDZ,白羽黑翩靈飛玉符,六朝,,【正統道藏・三家本】,y,y,y,y
KR5a0084,HFL,上清瓊宮靈飛六甲左右上符,東晉,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0084,ZTDZ,上清瓊宮靈飛六甲左右上符,東晉,,【正統道藏・三家本】,y,y,y,y
KR5a0085,HFL,太上洞真經洞章符,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0085,ZTDZ,太上洞真經洞章符,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0086,HFL,太上祕法鎮宅靈符,明?,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0086,ZTDZ,太上祕法鎮宅靈符,明?,,【正統道藏・三家本】,y,y,y,y
KR5a0087,HFL,元始無量度人上品妙經四註,,陳景元,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0087,ZTDZ,元始無量度人上品妙經四註,,陳景元,【正統道藏・三家本】,y,y,y,y
KR5a0088,HFL,元始無量度人上品妙經註,,東海青元真人,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0088,ZTDZ,元始無量度人上品妙經註,,東海青元真人,【正統道藏・三家本】,y,y,y,y
KR5a0089,HFL,元始無量度人上品妙經通義,,張宇初,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0089,ZTDZ,元始無量度人上品妙經通義,,張宇初,【正統道藏・三家本】,y,y,y,y
KR5a0090,HFL,元始無量度人上品妙經內義,,蕭應叟,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0090,ZTDZ,元始無量度人上品妙經內義,,蕭應叟,【正統道藏・三家本】,y,y,y,y
KR5a0091,HFL,附內義丹旨綱目舉要,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0091,ZTDZ,附內義丹旨綱目舉要,,,【正統道藏・三家本】,y,y,y,y
KR5a0092,CK-KZ,太上洞玄靈寶無量度人上品妙經註解,,陳致虛,【重刊道藏輯要】,y,y,y,y
KR5a0092,HFL,太上洞玄靈寶無量度人上品妙經註解,,陳致虛,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0092,YP-C,太上洞玄靈寶無量度人上品妙經註解,,陳致虛,【原版道藏輯要】,y,y,y,y
KR5a0092,ZTDZ,太上洞玄靈寶無量度人上品妙經註解,,陳致虛,【正統道藏・三家本】,y,y,y,y
KR5a0093,HFL,元始無量度人上品妙經註解,,薛季昭,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0093,ZTDZ,元始無量度人上品妙經註解,,薛季昭,【正統道藏・三家本】,y,y,y,y
KR5a0094,CK-KZ,太上洞玄靈寶無量度人上品經法,南宋?,陳春榮,【重刊道藏輯要】,y,y,y,y
KR5a0094,HFL,太上洞玄靈寶無量度人上品經法,南宋?,陳春榮,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0094,YP-C,太上洞玄靈寶無量度人上品經法,南宋?,陳春榮,【原版道藏輯要】,y,y,y,y
KR5a0094,ZTDZ,太上洞玄靈寶無量度人上品經法,南宋?,陳春榮,【正統道藏・三家本】,y,y,y,y
KR5a0095,HFL,洞玄靈寶度人經大梵隱語疏義,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0095,ZTDZ,洞玄靈寶度人經大梵隱語疏義,,,【正統道藏・三家本】,y,y,y,y
KR5a0096,HFL,洞玄靈寶無量度人經訣音義,,張萬福,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0096,ZTDZ,洞玄靈寶無量度人經訣音義,,張萬福,【正統道藏・三家本】,y,y,y,y
KR5a0097,HFL,真藏經要訣,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0097,ZTDZ,真藏經要訣,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0098,HFL,太上靈寶諸天內音自然玉字,,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0098,ZTDZ,太上靈寶諸天內音自然玉字,,,【正統道藏・三家本】,y,y,y,y
KR5a0099,HFL,諸天靈書度命妙經義疏,唐,,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0099,ZTDZ,諸天靈書度命妙經義疏,唐,,【正統道藏・三家本】,y,y,y,y
KR5a0100,HFL,九天應元雷聲普化天尊玉樞寶經集註,,徐道齡,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0100,ZTDZ,九天應元雷聲普化天尊玉樞寶經集註,,徐道齡,【正統道藏・三家本】,y,y,y,y
KR5a0101,CK-KZ,太上昇玄說消災護命妙經註,元,王玠,【重刊道藏輯要】,y,y,y,y
KR5a0101,HFL,太上昇玄說消災護命妙經註,元,王玠,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0101,YP-C,太上昇玄說消災護命妙經註,元,王玠,【原版道藏輯要】,y,y,y,y
KR5a0101,ZTDZ,太上昇玄說消災護命妙經註,元,王玠,【正統道藏・三家本】,y,y,y,y
KR5a0102,HFL,太上昇玄消災護命妙經註,,李道純,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0102,ZTDZ,太上昇玄消災護命妙經註,,李道純,【正統道藏・三家本】,y,y,y,y
KR5a0103,HFL,元始天尊說太古經註,,長筌子,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0103,ZTDZ,元始天尊說太古經註,,長筌子,【正統道藏・三家本】,y,y,y,y
KR5a0104,HFL,玉清無極總真文昌大洞仙經註,,衛琪,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0104,ZTDZ,玉清無極總真文昌大洞仙經註,,衛琪,【正統道藏・三家本】,y,y,y,y
KR5a0105,HFL,上清大洞真經玉訣音義,,陳景元,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0105,ZTDZ,上清大洞真經玉訣音義,,陳景元,【正統道藏・三家本】,y,y,y,y
KR5a0106,CK-KZ,太上大通經註,,李道純,【重刊道藏輯要】,y,y,y,y
KR5a0106,HFL,太上大通經註,,李道純,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0106,YP-C,太上大通經註,,李道純,【原版道藏輯要】,y,y,y,y
KR5a0106,ZTDZ,太上大通經註,,李道純,【正統道藏・三家本】,y,y,y,y
KR5a0107,CK-KZ,太上赤文洞古經註,,長筌子,【重刊道藏輯要】,y,y,y,y
KR5a0107,HFL,太上赤文洞古經註,,長筌子,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0107,YP-C,太上赤文洞古經註,,長筌子,【原版道藏輯要】,y,y,y,y
KR5a0107,ZTDZ,太上赤文洞古經註,,長筌子,【正統道藏・三家本】,y,y,y,y
KR5a0108,HFL,無上赤文洞古真經註,,李道純,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0108,ZTDZ,無上赤文洞古真經註,,李道純,【正統道藏・三家本】,y,y,y,y
KR5a0109,HFL,黃帝陰符經集註,,李筌,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0109,ZTDZ,黃帝陰符經集註,,李筌,【正統道藏・三家本】,y,y,y,y
KR5a0110,HFL,黃帝陰符經講義,,夏元鼎,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0110,WYG,黃帝陰符經講義,,夏元鼎,【四庫全書・文淵閣】,y,y,y,y
KR5a0110,ZTDZ,黃帝陰符經講義,,夏元鼎,【正統道藏・三家本】,y,y,y,y
KR5a0111,HFL,黃帝陰符經疏,,李筌,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0111,ZTDZ,黃帝陰符經疏,,李筌,【正統道藏・三家本】,y,y,y,y
KR5a0112,CK-KZ,黃帝陰符經集解,,曹希蘊,【重刊道藏輯要】,y,y,y,y
KR5a0112,HFL,黃帝陰符經集解,,曹希蘊,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0112,YP-C,黃帝陰符經集解,,曹希蘊,【原版道藏輯要】,y,y,y,y
KR5a0112,ZTDZ,黃帝陰符經集解,,曹希蘊,【正統道藏・三家本】,y,y,y,y
KR5a0113,HFL,黃帝陰符經註,,張果,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0113,ZTDZ,黃帝陰符經註,,張果,【正統道藏・三家本】,y,y,y,y
KR5a0114,HFL,黃帝陰符經解,,蹇昌辰,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0114,ZTDZ,黃帝陰符經解,,蹇昌辰,【正統道藏・三家本】,y,y,y,y
KR5a0115,HFL,黃帝陰符經註解,北宋,任照一,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0115,ZTDZ,黃帝陰符經註解,北宋,任照一,【正統道藏・三家本】,y,y,y,y
KR5a0116,HFL,黃帝陰符經註,北宋,黃居真,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0116,ZTDZ,黃帝陰符經註,北宋,黃居真,【正統道藏・三家本】,y,y,y,y
KR5a0117,CK-KZ,黃帝陰符經註,,沈亞夫,【重刊道藏輯要】,y,y,y,y
KR5a0117,HFL,黃帝陰符經註,,沈亞夫,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0117,YP-C,黃帝陰符經註,,沈亞夫,【原版道藏輯要】,y,y,y,y
KR5a0117,ZTDZ,黃帝陰符經註,,沈亞夫,【正統道藏・三家本】,y,y,y,y
KR5a0118,HFL,黃帝陰符經註,,蔡氏,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0118,ZTDZ,黃帝陰符經註,,蔡氏,【正統道藏・三家本】,y,y,y,y
KR5a0119,HFL,黃帝陰符經解義,,蕭真宰,【正統道藏・涵芬樓版】,y,y,y,y
KR5a0119,ZTDZ,黃帝陰符經解義,,蕭真宰,【正統道藏・三家本】,y,y,y,y
